   ;Produto;Código;Cód Barras;Situação;Preço de Venda; 
;DISCO DE LIXA GIRAFA 150 MASSA  A257 225X0X8 CX C/10;002748;7891345508756;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 180  MASSA  A257 225X0X8 CX C/10;002747;7891345508763;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 220 MASSA  A257  225X0X8 CX C/10;002746;7891345508770;Ativo;10,9900; por UN
;DISCO DE LIXA 4.1/2 X GRAO 120 DIS-FLEX;000867;SEM GTIN;Ativo;3,9600; por UN
;DISCO DE LIXA 4.1/2 X GRAO 60 DIS-FLEX;000866;SEM GTIN;Ativo;3,9600; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/6 FUROS P 800;001969;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P100;002663;9900000000974;Ativo;19,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P180;002664;9900000000981;Ativo;17,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P36;001968;9900000000943;Ativo;25,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P40;002661;9900000000950;Ativo;22,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P60;002662;9900000000967;Ativo;20,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1000;001970;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1200;001971;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1500;001972;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 100 / 150;001827;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 120  / 150;001832;SEM GTIN;Ativo;17,0600; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 150 / 150;001824;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 180  / 150;001830;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 220  / 150;001828;SEM GTIN;Ativo;15,6400; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 320 / 150;001825;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 400  / 150;001829;SEM GTIN;Ativo;15,6400; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 600 / 150;001826;SEM GTIN;Ativo;15,6400; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 80  / 150;001831;SEM GTIN;Ativo;17,0600; por UN
;"DISCO LIXA DIAMANTADO PARA POLIMENTO 4"" - GRAO 3000 THOMPSON";002745;7898968528840;Ativo;25,9900; por UN
;DISCO LIXA MASSA C/VEL 8 FUR 220X225MM A-257 NORT ( NOVO );001286;SEM GTIN;Ativo;8,5600; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 024 - 8 FUROS -  THOMPSON";002744;17898968528861;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 036 - 8 FUROS -  THOMPSON";002743;17898968528878;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 040 - 8 FUROS -  THOMPSON";002742;17898968528885;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 060 - 8 FUROS -  THOMPSON";002741;17898968528892;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 080 - 8 FUROS -  THOMPSON";002740;17898968528908;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 100 - 8 FUROS -  THOMPSON";002739;17898968528915;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 120 - 8 FUROS -  THOMPSON";002738;17898968528922;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 150 - 8 FUROS -  THOMPSON";002737;17898968528939;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 180 - 8 FUROS -  THOMPSON";002736;17898968528946;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 7"" - GRAO 180 - 8 FUROS -  THOMPSON";002735;17898011970173;Ativo;32,9900; por UN
;ESCADA ALUMINIO 5 DEGRAUS - REAL;000492;7898956073031;Ativo;1,0000; por UN
;ESM B/AGUA AC TOTAL BRANCO 3,6L CORALIT;000538;SEM GTIN;Ativo;1,0000; por GL
;ESPATULA ACO 6255/12 ATLAS;000300;SEM GTIN;Ativo;2,0000; por UN
;ESPATULA ACO 6255/16 ATLAS;000301;SEM GTIN;Ativo;2,0000; por UN
;ESPATULA ACO 6255/20 ATLAS;000302;SEM GTIN;Ativo;2,0000; por UN
;EXTENSOR 2M CHAPAMETALICA 1600 ATLAS;000286;SEM GTIN;Ativo;2,0000; por UN
;EXTENSOR 3M CHAPAMETALICA 1700 ATLAS;000287;SEM GTIN;Ativo;2,0000; por UN
;FERROX 1LT;000494;7898060990026;Ativo;117,4800; por UN
;FERROX 500 ML;000493;7898060990019;Ativo;62,6300; por UN
;FITA DUPLA FACE ADELBRAS ACRIL. 12X20M FIXA PRO;002495;7896603807015;Ativo;55,0000; por UN
;FITA ISOLANTE 19X20 NORTON ROLO COM  60 19.99.238;002799;7895316729362;Ativo;12,7700; por UN
;FITA ISOLANTE 3M SCOTCH 33+ 10M;001056;7891040004393;Ativo;24,9900; por UN
;FITA ISOLANTE 3M SCOTCH 33+ 5M;001055;7891040004386;Ativo;15,9000; por UN
;FITA MULTIUSO / ALUMINIO 10CMX10M - VIAPOL ( MT );001570;SEM GTIN;Ativo;9,9900; por MT
;FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL;001575;7899519915140;Ativo;203,0000; por UN
;FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL ( MT );001576;SEM GTIN;Ativo;23,0000; por MT
;FITA VEDA ROSCA PRO 18MMX10M CX120 19.99.483;002734;7891345239438;Ativo;2,6000; por UN
;FITA VEDA ROSCA 18MMX25M;001096;7897613336953;Ativo;8,9000; por UN
;FITA VEDA ROSCA 18MMX25M PLASTUBOS;000628;7891960853439;Ativo;8,9000; por UN
;FUNDO PREP B. AGUA MADEIRA E METAL 3,6L CORAL;000770;SEM GTIN;Ativo;159,9900; por GL
;FUTURA  ABSOLUTO PRM AZUL OCEANO 3,6L;002756;7898576315030;Ativo;124,9900; por GL
;FUTURA  ABSTO PRM SILENCIO DE INVERNO 3,6;001918;7898428716336;Ativo;124,9900; por GL
;FUTURA  ARENATO TEXTURA BRANCA GL 3,6;001382;7898576317560;Ativo;79,9900; por GL
;FUTURA  TINTA PISO VERDE 18LT;002757;7898907912747;Ativo;299,9900; por LA
;FUTURA ABSOLUTO PRM  ALGODAO EGIPCIO 3,6;001677;7898576314897;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  CROMIO 3,6;001674;7898576318918;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  ELEFANTE 3,6;001673;7897523502288;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  GELO 3,6;001676;7898576314880;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  PAPEL PICADO 3,6;001675;7898907913485;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM AMARELO ALEGRIA 3,6L;002758;7898576315078;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM AZUL MEIA NOITE 3,6;001950;7898576315122;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM AZUL OCEANO  18 LTS;001669;7898576315351;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM BRANCO 18 LT;001205;7898576315160;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM BRANCO 3,6;001210;7898576314873;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM BRANCO 900 ML;001497;7897523500956;Ativo;44,9900; por QT
;FUTURA ABSOLUTO PRM PRETO 3,6 LT;002560;7897523500222;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM TANGERINA 18 LT;001915;SEM GTIN;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM TOMATE SECO 18 LT;001490;7898576315320;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM VERDE ANGRA 18 LT;001982;SEM GTIN;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM VERDE ANGRA 3,6L ;002676;7897523501205;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM VERDE SELVA 3,6;001984;7898576315139;Ativo;124,9900; por GL
;FUTURA ACAO DO TEMP EMBORRACHADA ELEFANT 18 LT;002462;7898428715971;Ativo;550,0000; por LA
;FUTURA ACAO TEMPO EMBORRACHADA BRANCA 18 LT;001371;7898576314378;Ativo;550,0000; por LA
;FUTURA ACAO TEMPO EMBORRACHADA BRANCA 3,6;001366;7898576314385;Ativo;189,9900; por LA
;FUTURA ALUMIAR SEMIBRILHO BRANCO 18 LT;001543;7898428712123;Ativo;620,0000; por LA
;FUTURA ALUMIAR SEMIBRILHO PRM BRANCO 3,6;001536;7898428712147;Ativo;161,9900; por GL
;FUTURA CIMENTO QUEIMADO COR CINZA CLARO;001678;7897523504701;Ativo;109,9900; por UN
;FUTURA CIMENTO QUEIMADO COR CINZA ESCURO;001680;7897523504725;Ativo;109,9900; por UN
;FUTURA CIMENTO QUEIMADO COR CINZA MEDIO;001679;7897523504718;Ativo;109,9900; por UN
;FUTURA ECOLOG B.AGUA ACETINADO BRANCO GL 3,6 LT;001425;7898428715285;Ativo;149,9900; por GL
;FUTURA ECOLOG B.AGUA BRILHO AZUL DEL REY 3,6 LT;001424;7898428714318;Ativo;149,9900; por GL
;FUTURA ECOLOGICO ACET EPOXI BRANCO 0,900 ML;002644;7908896303133;Ativo;90,0000; por QT
;FUTURA ECOLOGICO ACET EPOXI BRANCO 3,6 lt;002643;7908896303126;Ativo;220,0000; por GL
;FUTURA ECOLOGICO B.AGUA ACETINADO BRANCO 900 ML;001500;7898428715292;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA ACETINADO PRETO 3,6 LT;001494;7898576313111;Ativo;139,9900; por GL
;FUTURA ECOLOGICO B.AGUA ACETINADO PRETO 900 ML;001501;7898907913478;Ativo;44,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRANCO FOSCO 3,6 LT;001540;7898428716350;Ativo;129,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRANCO FOSCO 900 ML;001502;7897523505128;Ativo;45,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO BRANCO 3,6 LT;001421;7898428714264;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO BRANCO 900 ML;001498;7898428714349;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO GELO 3,6 LT;001545;7898428714271;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO GELO 900 ML;001541;7898428714356;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO PLATINA GL 3,6 LT;001422;7898428714288;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO PLATINA 900 ML;001542;7898428714363;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO PRETO 3,6 LT;001423;7898576310462;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO PRETO 900 ML;001499;7898576317508;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO VERDE FOLHA 3,6 LT;001847;7898428714325;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRTE AMARELO 900 ML;001952;7898428714387;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRTE AZUL DEL REY 900 ML;001953;7898428714394;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRTE VERDE FOLHA 900 ML;001954;7898428714400;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRTE VERMELHO 900 ML;001951;7898428714370;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA PRETO FOSCO 3,6 LT;001495;7897523503674;Ativo;129,9900; por GL
;FUTURA ECOLOGICO B.AGUA PRETO FOSCO 900 ML;001503;7897523503681;Ativo;49,9900; por QT
;FUTURA FUNDO CINZA ANTICORROSIVO 3,6 LT;001217;7898428719634;Ativo;147,9900; por GL
;FUTURA FUNDO CINZA ANTICORROSIVO 900 ML;001508;7898428719641;Ativo;44,9900; por QT
;FUTURA FUNDO FOSCO BRANCO;002823;7898428719757;Ativo;122,9100; por GL
;FUTURA FUNDO FOSCO BRANCO;002826;7898428719764;Ativo;35,7000; por QT
;FUTURA FUNDO PREPARADOR P/PINTURA 16 LT;001373;7897523590001;Ativo;179,9900; por BD
;FUTURA FUNDO PREPARADOR P/PINTURA 3,6 LT;001305;7897523503292;Ativo;59,9900; por GL
;FUTURA FUNDO PREPARADOR P/PINTURA 900 ML;002714;7897523503315;Ativo;22,9900; por QT
;FUTURA FUTURIT ESM. SINT. FOSCO BRANCO 3,6 LT SOLVENTE;001417;7898428719702;Ativo;120,0000; por GL
;FUTURA FUTURIT ESM SINT.ACET. BRANCO 3,6 LT SOLVENTE;001418;7898428719795;Ativo;149,9900; por GL
;FUTURA FUTURIT ESM SINT.ACETINADO BRANCO 900 ML;001776;7898428719818;Ativo;46,5000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO AMARELO SEGUR;002652;7897523501106;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO AMARELO SEGURANC;002648;7898576314736;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO AZUL DEL REY;002709;7898428719450;Ativo;44,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO AZUL DEL REY;002708;7898428719610;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO AZUL FRANCA 3,6 LT;001976;7898428719573;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO AZUL FRANCA 900 ML;001977;7898428719412;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO BRANCO 3,6 LT;001535;7898428719894;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO BRANCO 900 ML;001772;7898428719184;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO CAMURCA 3,6 LT;001845;7898428719498;Ativo;39,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO CINZA ESCURO;002655;7898428719344;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO CINZA ESCURO 3,6 LT SOLVENTE;001621;7898907912969;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO CINZA MEDIO;002566;7898428719214;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO CINZA MEDIO 3,6 LT SOLVENTE;001620;7898428719924;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO GELO;002653;7898428719191;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO GELO 3,6 LT SOLVENTE;001619;7898428719900;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO LARANJA;002568;7898428719399;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO MAR.CONHAQUE 900ML;002567;7898428719382;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO MARROM;002825;7898428719375;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO MARROM 3,6 LT SOLV.;001622;7898428719535;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO PLATINA 3,6 LT;001844;7898428719917;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO PLATINA 900ML;002654;7898428719207;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO PRETO 3,6 LT SOLVENTE;001504;7898428719504;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO PRETO 900 ML;001773;7898428719313;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO TABACO 3,6 LT SOLVENTE;001505;7898428719511;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO TABACO 900 ML SOLVENTE;001507;7898428719351;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO VERDE FOLHA;002656;7898428719467;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO VERDE FOLHA 3,6 LT;001846;7898428719627;Ativo;139,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO VERMELHO;002569;7897523501212;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.FOSCO BRANCO 900 ML;001775;7898428719726;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.FOSCO PRETO 3,6 LT SOLVENTE;001506;7898428719696;Ativo;120,0000; por GL
;FUTURA FUTURIT ESM SINT.FOSCO PRETO 900 ML;001774;7898576318710;Ativo;39,9900; por QT
;FUTURA MASSA ACRILICA GL 5,8 KG;001420;7898907911030;Ativo;59,9900; por UN
;FUTURA MASSA ACRILICA 1/4 QT / 1,5 KG;001427;7898428715230;Ativo;21,9900; por QT
;FUTURA MASSA ACRILICA 25 KG;001207;7897523533411;Ativo;149,9900; por BD
;FUTURA MASSA CORRIDA PVA 1/4 QT 1,5 KG;001426;7898428711591;Ativo;18,9900; por QT
;FUTURA MASSA CORRIDA 25 KG BALDE;001308;7898576317614;Ativo;89,9900; por LA
;FUTURA MASSA CORRIDA 5,6 GL;001216;7908896302662;Ativo;46,1600; por GL
;FUTURA PREMIUM EFEITO MARMORE 3,7KG;002702;7898907913669;Ativo;120,0000; por GL
;FUTURA RESINA PROTETORA INCOLOR 18 LT;001851;7898576318888;Ativo;399,9900; por LA
;FUTURA RESINA PROTETORA INCOLOR 3,6 LT;001539;7898576318871;Ativo;115,9900; por GL
;FUTURA SELADOR ACRILICO 16 LT;001208;7897523504541;Ativo;149,9900; por BD
;FUTURA SELADOR ACRILICO 3,6 LT;001304;7898907911054;Ativo;59,9900; por GL
;FUTURA SEMIBRILHO STANDARD BRANCA 18 LT;001206;7897523505081;Ativo;399,9900; por LA
;FUTURA SEMIBRILHO STD BRILHOSA BRANCA 3,6 LT;001367;7897523505074;Ativo;129,9900; por GL
;FUTURA SUPER RENDIMENTO STD AREIA 3,6;002555;7898428710181;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD AZUL PROFUNDO 3,6 LT;001948;7898428710143;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD BRANCO 18 LT;001203;7898428710334;Ativo;340,0000; por LA
;FUTURA SUPER RENDIMENTO STD BRANCO 3,6 LT;001211;7898428710075;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD BRANCO 900 ML;001496;7898428712598;Ativo;34,9900; por QT
;FUTURA SUPER RENDIMENTO STD CAMURCA 3,6 LT;001944;7898428710198;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD ELEFANTE 18 LT;001683;7897523505036;Ativo;309,9900; por LA
;FUTURA SUPER RENDIMENTO STD ERVA DOCE 3,6 LT;001947;7898428710303;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD MARFIM;002554;7898428710174;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD MARFIM 18 LT;001684;7898428710457;Ativo;309,9900; por LA
;FUTURA SUPER RENDIMENTO STD PITANGA 3,6 LT;001949;7898576315672;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD TERRACOTA 18 LT;001685;7898428710853;Ativo;309,9900; por LA
;FUTURA SUPER RENDIMENTO STD TERRACOTA 3,6 LT;001945;7898428710846;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD VERDE MUSGO 3,6L;002755;7898428712109;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD VERDE PRIMAV 3,6 LT;001946;7898428710266;Ativo;99,9900; por GL
;FUTURA TINTA GESSO BRANCA 18 LT;001372;7898428716466;Ativo;299,9900; por LA
;FUTURA TINTA GESSO BRANCA 3,6 LT;001368;7897523508969;Ativo;99,9900; por GL
;FUTURA TINTA P/ TELHA COR CERAMICA 3,6 LT;001493;7898576310110;Ativo;103,9900; por GL
;FUTURA TINTA PISO AMARELO 18 LT;001624;7898428711171;Ativo;299,9900; por LA
;FUTURA TINTA PISO AMARELO 3,6 LT;001626;7898428711201;Ativo;89,9900; por GL
;FUTURA TINTA PISO AZUL 18 LT;001307;7898907912723;Ativo;299,9900; por LA
;FUTURA TINTA PISO AZUL 3,6 LT;001538;7898907912662;Ativo;89,9900; por GL
;FUTURA TINTA PISO BRANCO 18 LT;001204;7898907912709;Ativo;299,9900; por LA
;FUTURA TINTA PISO BRANCO 3,6 LT;001212;7898907912648;Ativo;89,9900; por GL
;FUTURA TINTA PISO CERAMICA 18 LT;001623;7898428713724;Ativo;299,9900; por LA
;FUTURA TINTA PISO CERAMICA 3,6 LT;001625;7898428713748;Ativo;89,9900; por GL
;FUTURA TINTA PISO CINZA CHUMBO 18 LT;001215;7898907912730;Ativo;299,9900; por LA
;FUTURA TINTA PISO CINZA CHUMBO 3,6 LT;001214;7898907912679;Ativo;89,9900; por GL
;FUTURA TINTA PISO CINZA 18 LT;001209;7898907912754;Ativo;299,9900; por LA
;FUTURA TINTA PISO CINZA 3,6 LT;001213;7898907912693;Ativo;89,9900; por GL
;FUTURA TINTA PISO CONCRETO PISO 18 LT;001370;7898907911511;Ativo;299,9900; por LA
;FUTURA TINTA PISO CONCRETO PISO 3,6 LT;001365;7898907911504;Ativo;89,9900; por GL
;FUTURA TINTA PISO MARROM 3,6 LT;001628;7898428716497;Ativo;89,9900; por GL
;FUTURA TINTA PISO PRETO 18 LT;001231;7898428711263;Ativo;299,9900; por LA
;FUTURA TINTA PISO PRETO 3,6 LT;001230;7898428711256;Ativo;89,9900; por GL
;FUTURA TINTA PISO SEMIBRILHO BRANCO 18L;002562;7908896301337;Ativo;329,9900; por LA
;FUTURA TINTA PISO VERDE;002701;7898907912686;Ativo;89,9900; por GL
;FUTURA TINTA PISO VERMELHO SEGURANCA 3,6 LT;001983;7898428716947;Ativo;89,9900; por GL
;FUTURA TINTA TELHA BRANCA 3,6 LT;001627;7898576310097;Ativo;103,9900; por GL
;FUTURA TINTA TELHA VERM OXIDO 3,6 LT;001629;SEM GTIN;Ativo;103,9900; por GL
;FUTURA TOQUE DE CETIM ACT BRANCO 18 LT;001544;7898907911979;Ativo;599,9900; por LA
;FUTURA TOQUE DE CETIM ACT BRANCO 3,6 LT;001537;7898907911856;Ativo;161,9900; por GL
;FUTURA VERNIZ MARITIMO BRILHANTE INCOLOR;002824;7898428719771;Ativo;137,9900; por GL
;FUTURA ZARCAO LARANJA 3,6 LT;001303;7898428719658;Ativo;154,9900; por GL
;FUTURA ZARCAO 900 ML;001419;7898428719665;Ativo;49,9900; por QT
;FUTURA 4 ESTACOES PRM BRANCO;002716;7908896302709;Ativo;549,9900; por LA
;GESSO RAPIDO GESSEIRO 1KG;000749;SEM GTIN;Ativo;5,0000; por UN
;GESSO RAPIDO GESSEIRO 2KG;000750;SEM GTIN;Ativo;8,7800; por UN
;GESSO RAPIDO GESSEIRO 5KG;000751;SEM GTIN;Ativo;21,6000; por UN
;GLASU PINTURA ESSENCIAL - BRANCO NEVE - BD;002773;7891260543337;Ativo;140,0000; por BD
;H - VERMELHO OXIDO;002344;SEM GTIN;Ativo;1,0000; por UN
;IMPERMEABILIZANTE PARA PAREDE BRANCO BD;002606;7898907913591;Ativo;299,9900; por BD
;IMPERMEABILIZANTE PARA PAREDE BRANCO GL;002597;7898907913768;Ativo;99,9900; por GL
;ITAQUA AGUARRAS 05 LTS (NOVO);001319;7898941765033;Ativo;116,9900; por UN
;ITAQUA AGUARRAS 0,900 ML;001318;7898941765019;Ativo;19,9000; por UN
;ITAQUA AGUARRAS 0,900 ML (NOVO);001587;SEM GTIN;Ativo;19,9000; por UN
;ITAQUA DILUENTE PU 0,900 ML (NOVO);001320;7898941765118;Ativo;29,0700; por UN
;ITAQUA DILUENTE PU 5 L (NOVO);000657;7898941765125;Ativo;127,3600; por UN
;ITAQUA QUEROSENE 5LT;001840;7898941765040;Ativo;82,3300; por UN
;ITAQUA THINNER IT 37 0,900 ML ;001316;7898941765088;Ativo;24,2600; por UN
;ITAQUA THINNER 16 05 LTS (NOVO);001315;7898941765064;Ativo;94,4200; por UN
;ITAQUA THINNER 16 0,900 ML (NOVO);001314;7898941765057;Ativo;23,9900; por UN
;ITAQUA THINNER 37 05 LTS;001317;7898941765095;Ativo;426,7600; por UN
;JB TINTAS  MASSA CORRIDA PVA 25KG;001288;7893410000530;Ativo;62,0000; por LA
;JB TINTAS  TEXTURA LISA INT/EXT 25KG;001200;7893410000271;Ativo;76,5500; por LA
;JB TINTAS GRAFIATO TEXTURA RUSTICA 10 INTE/EXT 25KG;001201;7893410000257;Ativo;84,2000; por LA
;JB TINTAS TEXTURA  PROJETADA INT/EXT 25 KG;002660;7893410000141;Ativo;103,9900; por LA
;JB TINTAS TEXTURA ARENATO INT/EXT 25KG;001199;7893410001117;Ativo;139,9900; por LA
;KIT PINTURA TIGRE C/3P ANTIRESPINGO 1576;002488;7891395045096;Ativo;34,9900; por UN
;KIT PINTURA TIGRE C/5P PRATIC 1540;002489;7891395025340;Ativo;59,9900; por UN
;LIXA DE MASSA 100 - NORTON FOLH 19.99.145;002616;7891792022331;Ativo;1,3000; por UN
;LONA DE PLASTICO PRETA METROS;000591;SEM GTIN;Ativo;5,1200; por MT
;LONA PLAST  PTA 4X50M 6KG ROLO;000695;7898319084353;Ativo;152,9900; por UN
;LONA PLAST LONAX PTA 4X 50M MEDIA 10KG;001313;7898319082847;Ativo;191,9900; por UN
;LONA PLAST NEGREIRA PRETA 4X100M 20KG;001414;7898711701049;Ativo;338,4600; por UN
;LONA PLASTICA PRETA 4X100 12KG;000625;SEM GTIN;Ativo;181,8200; por MT
;LUVA MALHA PIGMENTADA - THOMPSON;001374;7898011977090;Ativo;5,2300; por UN
;M - VERDE;002345;7730149745489;Ativo;184,5900; por UN
;MACTRA VEDBEM PAREDE  3,6 KG;002800;7897866455616;Ativo;69,9900; por GL
;MASSA ACRILICA;002681;7908896303096;Ativo;79,9900; por GL
;MASSA F-12 MOGNO 400GR;001192;7898055524830;Ativo;15,2000; por QT
;MASSA PLASTICA CARPLAST CINZA 400GR 16.99.006;002621;7898031545002;Ativo;13,9900; por UN
;MASTIFLEX FIXA ESPELHO SELANTE POLIURETANO -TUBO;001312;7898409010514;Ativo;25,2500; por UN
;MASTIFLEX PU.40 SELANTE POLIURETANO BRANCO - TUBO;001376;7898409013898;Ativo;23,9800; por UN
;MASTIFLEX PU.40 SELANTE POLIURETANO CINZA - TUBO;001492;7898409013874;Ativo;21,9900; por UN
;MASTIFLEX PU.40 SELANTE POLIURETANO PRETO - TUBO;001377;7898409013881;Ativo;23,9800; por UN
;MASTIFLEX SELATRINCAS SELANTE ACRILICO BRANCO.TUBO;001311;7898409010248;Ativo;23,0800; por UN
;MASTIFLEX SELATRINCAS 2130 BRANCO GALAO.5KG;001310;7898409013287;Ativo;156,3700; por GL
;MASTIFLEX VEDA CALHA ACRILICO POTE.500G;001378;7898409013423;Ativo;3,6700; por UN
;MAXI RUBBER BATIDA DE PEDRA BRANCO 900ML;000572;7898031541455;Ativo;41,5500; por QT
