   ;Produto;Código;Cód Barras;Situação;Preço de Venda; 
;ESMALTE PREMIUM FOSCO 0,9 L - GRAFITE / ESCURO CORAL;000530;7891019201679;Inativo;1,0000; por QT
;ESMALTE PREMIUM FOSCO 3,6 L - GRAFITE / ESCURO CORAL;000735;SEM GTIN;Inativo;1,0000; por GL
;ESMALTE PRIMER E ACAB 1990F PRETO FOSCO 18L SOLVENTEX;000760;SEM GTIN;Inativo;1,0000; por LA
;ESPATULA ACO 6255/12 ATLAS;000300;SEM GTIN;Ativo;2,0000; por UN
;ESPATULA ACO 6255/16 ATLAS;000301;SEM GTIN;Ativo;2,0000; por UN
;ESPATULA ACO 6255/20 ATLAS;000302;SEM GTIN;Ativo;2,0000; por UN
;ESPATULA C PLAST ROMA 80MM;000815;7891595002592;Inativo;1,0000; por UN
;ESPATULA PLASTICA DENTADA CINZA 100MM;001134;7897613525838;Inativo;1,0000; por UN
;ESPATULA PLASTICA DENTADA 10CM 152/10;000128;SEM GTIN;Inativo;1,0000; por UN
;ESPATULA 4CM REF:6255/6 ACO CROMADO;000117;SEM GTIN;Inativo;1,0000; por UN
;ESPATULA 6,3CM REF:6255/10 ACO CROMADO;000118;SEM GTIN;Inativo;1,0000; por UN
;ESPATULA 7,6CM REF:6255/12 ACO CROMADO;000119;SEM GTIN;Inativo;1,0000; por UN
;ESPUMA EXPAN CONSTRUCAO 340G/500ML - TYTAN ( NOVO );001297;SEM GTIN;Inativo;1,0000; por UN
;ESTOPA SAO JOAO BRANCA EXTRA 1 KG;000567;7898925714071;Inativo;1,0000; por UN
;ESTOPA SAO PAULO 200G;001428;7898407256204;Inativo;1,0000; por UN
;ESTOPA SAO PAULO 400G;001271;7898407256402;Inativo;1,0000; por UN
;EUCA PISO CINZA 3,6 L;001091;SEM GTIN;Inativo;1,0000; por UN
;EUCATEX PISO 18L - CORES;001027;SEM GTIN;Inativo;1,0000; por UN
;EXPOSITOR ARAMADO PARA LIXA;001892;7908172300054;Inativo;1,0000; por UN
;EXPOSITOR PARA PINCEIS ARTISTICOS;001933;7896619425043;Inativo;1,0000; por UN
;EXPOSITOR SPACE WALL PRETO 1 MODULO;001363;7896380109517;Inativo;1,0000; por UN
;EXTENSAO COMPACTA PL 3 TOMADAS 2P 10A 250V 10 METROS BRANCA;001127;7898542002285;Inativo;1,0000; por UN
;EXTENSAO COMPACTA PL 3 TOMADAS 2P 10A 250V 3 METROS BRANCA;001128;7898542002247;Inativo;1,0000; por UN
;EXTENSAO COMPACTA PL 3 TOMADAS 2P 10A 250V 5 METROS BRANCA;001137;7898542002261;Inativo;1,0000; por UN
;EXTENSAO REDE RJ45 SEQ LOG ELITE 10,0M;001110;7898958277239;Inativo;1,0000; por UN
;EXTENSAO REDE RJ45 SEQ LOG ELITE 2,00M;001107;7898663640021;Inativo;1,0000; por UN
;EXTENSAO REDE RJ45 SEQ LOG ELITE 3,00M;001108;7898958277215;Inativo;1,0000; por UN
;EXTENSAO REDE RJ45 SEQ LOG ELITE 5,00M;001109;7898958277222;Inativo;1,0000; por UN
;EXTENSOR P/ ROLO COMPEL ALUMINIO 3M;000880;7897613520505;Inativo;1,0000; por UN
;EXTENSOR 2M CHAPAMETALICA 1600 ATLAS;000286;SEM GTIN;Ativo;2,0000; por UN
;EXTENSOR 3M CHAPAMETALICA 1700 ATLAS;000287;SEM GTIN;Ativo;2,0000; por UN
;EXTREME AUTOAMERICA - SHAMPOO 500ML - 1:300;001020;SEM GTIN;Inativo;1,0000; por UN
;FECH ALIANCA A EXTERNA 2600/71;001103;7891249071967;Inativo;1,0000; por UN
;FERROX 1LT;000494;7898060990026;Ativo;117,4800; por UN
;FERROX 500 ML;000493;7898060990019;Ativo;62,6300; por UN
;FILTRO DE LINHA POWER LINE METALICO 4 TOMADAS 2P+T 10A;001136;7897671620681;Inativo;1,0000; por UN
;FIO PARALELO 2 X 1,50MM COBRECOM 1 METRO;001145;SEM GTIN;Inativo;1,0000; por UN
;FIO PARALELO 2 X 1,50MM COBRECOM 100 METROS;001144;7898259252560;Inativo;1,0000; por UN
;FIO TELEF CCI MEGATRON 1 PAR 1 METRO CZ;001154;SEM GTIN;Inativo;1,0000; por UN
;FIO TELEF CCI MEGATRON 1 PAR 200 METROS CZ;001153;7899278920058;Inativo;1,0000; por UN
;FITA DUPLA FACE ADELBRAS ACRIL. 12X20M FIXA PRO;002495;7896603807015;Ativo;55,0000; por UN
;FITA FIX PARA TRINCAS FISSURAS EM FORROS PAREDES 50MMX5MTS;000705;SEM GTIN;Inativo;1,0000; por GL
;FITA IMPER ALUM 10CM X 10M VEDA TUDO;000648;SEM GTIN;Inativo;1,0000; por UN
;FITA IMPER ALUM 20CM X 10M VEDA TUDO;000649;SEM GTIN;Inativo;1,0000; por UN
;FITA IMPER ALUM 30CM X 10M VEDA TUDO;001031;SEM GTIN;Inativo;1,0000; por UN
;FITA IMPER ALUM 90CM X 10M VEDA TUDO;001029;SEM GTIN;Inativo;1,0000; por UN
;FITA ISOLANTE ALTA TENSAO 19MM X 2M;001135;7891040036974;Inativo;1,0000; por UN
;FITA ISOLANTE ALTA TENSAO 5M X 19MM;001130;7891040104086;Inativo;1,0000; por UN
;FITA ISOLANTE 19X20 NORTON ROLO COM  60 19.99.238;002799;7895316729362;Ativo;12,7700; por UN
;FITA ISOLANTE 3M SCOTCH 33+ 10M;001056;7891040004393;Ativo;24,9900; por UN
;FITA ISOLANTE 3M SCOTCH 33+ 5M;001055;7891040004386;Ativo;15,9000; por UN
;FITA MULTI TAPA-GOTEIRA VIAPOL 10CMX10M;000771;7899519912958;Inativo;1,0000; por UN
;FITA MULTI TAPA-GOTEIRA VIAPOL 20CMX10M;000730;7899519912965;Inativo;1,0000; por UN
;FITA MULTI TAPA-GOTEIRA VIAPOL 94CMX10M;000731;SEM GTIN;Inativo;1,0000; por UN
;FITA MULTIOSO / ALUMINIO 15CMX10M - VIAPOL;001567;7899519915164;Inativo;1,0000; por UN
;FITA MULTIOSO / ALUMINIO 15CMX10M - VIAPOL ( MT );001568;SEM GTIN;Inativo;1,0000; por MT
;FITA MULTIUSO / ALUMINIO 10CMX10M - VIAPOL;001569;7899519915157;Inativo;1,0000; por UN
;FITA MULTIUSO / ALUMINIO 10CMX10M - VIAPOL ( MT );001570;SEM GTIN;Ativo;9,9900; por MT
;FITA MULTIUSO / ALUMINIO 20CMX10M - VIAPOL;001571;7899519915171;Inativo;1,0000; por UN
;FITA MULTIUSO / ALUMINIO 20CMX10M - VIAPOL ( MT );001572;SEM GTIN;Inativo;1,0000; por MT
;FITA MULTIUSO / ALUMINIO 30CMX10M - VIAPOL;001573;7898055540779;Inativo;1,0000; por UN
;FITA MULTIUSO / ALUMINIO 30CMX10M - VIAPOL ( MT );001574;SEM GTIN;Inativo;1,0000; por MT
;FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL;001575;7899519915140;Ativo;203,0000; por UN
;FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL ( MT );001576;SEM GTIN;Ativo;23,0000; por MT
;FITA MULTIUSO ADESIVA 10CMX10M VEDACIT;001072;7897321126006;Inativo;1,0000; por UN
;FITA MULTIUSO ALUMINIO 94CMX10M - VIAPOL;001577;7899519915195;Inativo;1,0000; por UN
;FITA MULTIUSO ALUMINIO 94CMX10M - VIAPOL ( MT );001578;SEM GTIN;Inativo;1,0000; por MT
;FITA MULTIUSO 10CM X 10M BAUTECH;000228;SEM GTIN;Inativo;1,0000; por UN
;FITA SINALIZACAO ZEBRADA 65MM X 150M;000292;SEM GTIN;Inativo;1,0000; por UN
;FITA TELADA REPAROS 50MM X 45M;000293;SEM GTIN;Inativo;1,0000; por UN
;FITA VEDA ROSCA PRO 18MMX10M CX120 19.99.483;002734;7891345239438;Ativo;2,6000; por UN
;FITA VEDA ROSCA 18MMX25M;001096;7897613336953;Ativo;8,9000; por UN
;FITA VEDA ROSCA 18MMX25M PLASTUBOS;000628;7891960853439;Ativo;8,9000; por UN
;FLANELA TECH DRY GLASS AUTOAMERICA;000634;SEM GTIN;Inativo;1,0000; por UN
;FLEXITE BANHEIRO E COZINHA 280G;000496;7891200008285;Inativo;1,0000; por UN
;FLEXITE USO GERAL INCOLOR 252 GR;000497;7891200015061;Inativo;1,0000; por UN
;FLEXITE USO GERAL INCOLOR 50GR;000498;SEM GTIN;Inativo;1,0000; por UN
;FSC COMPLETO A2 16.00;002365;7891260560938;Inativo;1,0000; por UN
;FSC COMPLETO B2 0.80;002366;SEM GTIN;Inativo;1,0000; por UN
;FSC COMPLETO B2 16.00;002368;SEM GTIN;Inativo;1,0000; por UN
;FSC COMPLETO B2 3.20;002367;SEM GTIN;Inativo;1,0000; por UN
;FSC COMPLETO C2 0.80;002369;SEM GTIN;Inativo;1,0000; por UN
;FSC COMPLETO C2 16.00;002370;7891260560990;Inativo;1,0000; por UN
;FUNDO ISOLANTE KNOTTING SPARLACK - 3,6L;000676;7891574012260;Inativo;1,0000; por UN
;FUNDO PREP B. AGUA MADEIRA E METAL 3,6L CORAL;000770;SEM GTIN;Ativo;159,9900; por GL
;FUTURA  ABSOLUTO PRM AZUL OCEANO 3,6L;002756;7898576315030;Ativo;124,9900; por GL
;FUTURA  ABSTO PRM SILENCIO DE INVERNO 3,6;001918;7898428716336;Ativo;124,9900; por GL
;FUTURA  ARENATO TEXTURA BRANCA GL 3,6;001382;7898576317560;Ativo;79,9900; por GL
;FUTURA  TINTA PISO VERDE 18LT;002757;7898907912747;Ativo;299,9900; por LA
;FUTURA ABSOLUTO PRM  ALGODAO EGIPCIO 3,6;001677;7898576314897;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  CROMIO 3,6;001674;7898576318918;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  ELEFANTE 3,6;001673;7897523502288;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  GELO 3,6;001676;7898576314880;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM  PAPEL PICADO 3,6;001675;7898907913485;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM AMARELO ALEGRIA 3,6L;002758;7898576315078;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM AZUL MEIA NOITE 3,6;001950;7898576315122;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM AZUL OCEANO  18 LTS;001669;7898576315351;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM BRANCO 18 LT;001205;7898576315160;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM BRANCO 3,6;001210;7898576314873;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM BRANCO 900 ML;001497;7897523500956;Ativo;44,9900; por QT
;FUTURA ABSOLUTO PRM PRETO 3,6 LT;002560;7897523500222;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM TANGERINA 18 LT;001915;SEM GTIN;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM TOMATE SECO 18 LT;001490;7898576315320;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM VERDE ANGRA 18 LT;001982;SEM GTIN;Ativo;399,9900; por LA
;FUTURA ABSOLUTO PRM VERDE ANGRA 3,6L ;002676;7897523501205;Ativo;124,9900; por GL
;FUTURA ABSOLUTO PRM VERDE SELVA 3,6;001984;7898576315139;Ativo;124,9900; por GL
;FUTURA ACAO DO TEMP EMBORRACHADA ELEFANT 18 LT;002462;7898428715971;Ativo;550,0000; por LA
;FUTURA ACAO TEMPO EMBORRACHADA BRANCA 18 LT;001371;7898576314378;Ativo;550,0000; por LA
;FUTURA ACAO TEMPO EMBORRACHADA BRANCA 3,6;001366;7898576314385;Ativo;189,9900; por LA
;FUTURA ALUMIAR SEMIBRILHO BRANCO 18 LT;001543;7898428712123;Ativo;599,0000; por LA
;FUTURA ALUMIAR SEMIBRILHO PRM BRANCO 3,6;001536;7898428712147;Ativo;161,9900; por GL
;FUTURA CIMENTO QUEIMADO COR CINZA CLARO;001678;7897523504701;Ativo;109,9900; por UN
;FUTURA CIMENTO QUEIMADO COR CINZA ESCURO;001680;7897523504725;Ativo;109,9900; por UN
;FUTURA CIMENTO QUEIMADO COR CINZA MEDIO;001679;7897523504718;Ativo;109,9900; por UN
;FUTURA CORTEX ECON. BRANCO 3,6;001302;SEM GTIN;Inativo;64,9900; por GL
;FUTURA ECOLOG B.AGUA ACETINADO BRANCO GL 3,6 LT;001425;7898428715285;Ativo;149,9900; por GL
;FUTURA ECOLOG B.AGUA BRILHO AZUL DEL REY 3,6 LT;001424;7898428714318;Ativo;149,9900; por GL
;FUTURA ECOLOGICO ACET EPOXI BRANCO 0,900 ML;002644;7908896303133;Ativo;90,0000; por QT
;FUTURA ECOLOGICO ACET EPOXI BRANCO 3,6 lt;002643;7908896303126;Ativo;220,0000; por GL
;FUTURA ECOLOGICO B.AGUA ACETINADO BRANCO 900 ML;001500;7898428715292;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA ACETINADO PRETO 3,6 LT;001494;7898576313111;Ativo;139,9900; por GL
;FUTURA ECOLOGICO B.AGUA ACETINADO PRETO 900 ML;001501;7898907913478;Ativo;44,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRANCO FOSCO 3,6 LT;001540;7898428716350;Ativo;129,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRANCO FOSCO 900 ML;001502;7897523505128;Ativo;45,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO BRANCO 3,6 LT;001421;7898428714264;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO BRANCO 900 ML;001498;7898428714349;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO GELO 3,6 LT;001545;7898428714271;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO GELO 900 ML;001541;7898428714356;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO PLATINA GL 3,6 LT;001422;7898428714288;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO PLATINA 900 ML;001542;7898428714363;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO PRETO 3,6 LT;001423;7898576310462;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRILHO PRETO 900 ML;001499;7898576317508;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRILHO VERDE FOLHA 3,6 LT;001847;7898428714325;Ativo;149,9900; por GL
;FUTURA ECOLOGICO B.AGUA BRTE AMARELO 900 ML;001952;7898428714387;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRTE AZUL DEL REY 900 ML;001953;7898428714394;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRTE VERDE FOLHA 900 ML;001954;7898428714400;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA BRTE VERMELHO 900 ML;001951;7898428714370;Ativo;49,9900; por QT
;FUTURA ECOLOGICO B.AGUA PRETO FOSCO 3,6 LT;001495;7897523503674;Ativo;129,9900; por GL
;FUTURA ECOLOGICO B.AGUA PRETO FOSCO 900 ML;001503;7897523503681;Ativo;49,9900; por QT
;FUTURA FUNDO CINZA ANTICORROSIVO 3,6 LT;001217;7898428719634;Ativo;147,9900; por GL
;FUTURA FUNDO CINZA ANTICORROSIVO 900 ML;001508;7898428719641;Ativo;44,9900; por QT
;FUTURA FUNDO PREPARADOR P/PINTURA 16 LT;001373;7897523590001;Ativo;179,9900; por BD
;FUTURA FUNDO PREPARADOR P/PINTURA 3,6 LT;001305;7897523503292;Ativo;59,9900; por GL
;FUTURA FUNDO PREPARADOR P/PINTURA 900 ML;002714;7897523503315;Ativo;22,9900; por QT
;FUTURA FUTURIT ESM SINT AMARELO SEG 900 ML;001937;SEM GTIN;Inativo;39,9900; por QT
;FUTURA FUTURIT ESM. SINT. FOSCO BRANCO 3,6 LT SOLVENTE;001417;7898428719702;Ativo;120,0000; por GL
;FUTURA FUTURIT ESM SINT.ACET. BRANCO 3,6 LT SOLVENTE;001418;7898428719795;Ativo;149,9900; por GL
;FUTURA FUTURIT ESM SINT.ACETINADO BRANCO 900 ML;001776;7898428719818;Ativo;46,5000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO AMARELO SEGUR;002652;7897523501106;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO AMARELO SEGURANC;002648;7898576314736;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO AZUL DEL REY;002709;7898428719450;Ativo;44,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO AZUL DEL REY;002708;7898428719610;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO AZUL FRANCA 3,6 LT;001976;7898428719573;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO AZUL FRANCA 900 ML;001977;7898428719412;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO BRANCO 3,6 LT;001535;7898428719894;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO BRANCO 900 ML;001772;7898428719184;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO CAMURCA 3,6 LT;001845;7898428719498;Ativo;39,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO CINZA ESCURO;002655;7898428719344;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO CINZA ESCURO 3,6 LT SOLVENTE;001621;7898907912969;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO CINZA MEDIO;002566;7898428719214;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO CINZA MEDIO 3,6 LT SOLVENTE;001620;7898428719924;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO GELO;002653;7898428719191;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO GELO 3,6 LT SOLVENTE;001619;7898428719900;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO LARANJA;002568;7898428719399;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO MAR.CONHAQUE 900ML;002567;7898428719382;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO MARROM 3,6 LT SOLV.;001622;7898428719535;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO PLATINA 3,6 LT;001844;7898428719917;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO PLATINA 900ML;002654;7898428719207;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO PRETO 3,6 LT SOLVENTE;001504;7898428719504;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO PRETO 900 ML;001773;7898428719313;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO TABACO 3,6 LT SOLVENTE;001505;7898428719511;Ativo;129,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO TABACO 900 ML SOLVENTE;001507;7898428719351;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.BRILHO VERDE FOLHA;002656;7898428719467;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.BRILHO VERDE FOLHA 3,6 LT;001846;7898428719627;Ativo;139,9900; por GL
;FUTURA FUTURIT ESM SINT.BRILHO VERMELHO;002569;7897523501212;Ativo;45,0000; por QT
;FUTURA FUTURIT ESM SINT.FOSCO BRANCO 900 ML;001775;7898428719726;Ativo;39,9900; por QT
;FUTURA FUTURIT ESM SINT.FOSCO PRETO 3,6 LT SOLVENTE;001506;7898428719696;Ativo;120,0000; por GL
;FUTURA FUTURIT ESM SINT.FOSCO PRETO 900 ML;001774;7898576318710;Ativo;39,9900; por QT
;FUTURA MASSA ACRILICA GL 5,8 KG;001420;7898907911030;Ativo;59,9900; por UN
;FUTURA MASSA ACRILICA 1/4 QT / 1,5 KG;001427;7898428715230;Ativo;21,9900; por QT
;FUTURA MASSA ACRILICA 25 KG;001207;7897523533411;Ativo;149,9900; por BD
;FUTURA MASSA CORRIDA PVA 1/4 QT 1,5 KG;001426;7898428711591;Ativo;18,9900; por QT
;FUTURA MASSA CORRIDA 25 KG BALDE;001308;7898576317614;Ativo;89,9900; por LA
;FUTURA MASSA CORRIDA 5,6 GL;001216;7908896302662;Ativo;46,1600; por GL
;FUTURA PREMIUM EFEITO MARMORE 3,7KG;002702;7898907913669;Ativo;120,0000; por GL
;FUTURA RESINA PROTETORA INCOLOR 18 LT;001851;7898576318888;Ativo;399,9900; por LA
;FUTURA RESINA PROTETORA INCOLOR 3,6 LT;001539;7898576318871;Ativo;115,9900; por GL
;FUTURA SELADOR ACRILICO 16 LT;001208;7897523504541;Ativo;149,9900; por BD
;FUTURA SELADOR ACRILICO 3,6 LT;001304;7898907911054;Ativo;59,9900; por GL
;FUTURA SEMIBRILHO STANDARD BRANCA 18 LT;001206;7897523505081;Ativo;399,9900; por LA
;FUTURA SEMIBRILHO STD BRILHOSA BRANCA 3,6 LT;001367;7897523505074;Ativo;129,9900; por GL
;FUTURA SUPER RENDIMENTO STD AREIA 3,6;002555;7898428710181;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD AZUL PROFUNDO 3,6 LT;001948;7898428710143;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD BRANCO 18 LT;001203;7898428710334;Ativo;340,0000; por LA
;FUTURA SUPER RENDIMENTO STD BRANCO 3,6 LT;001211;7898428710075;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD BRANCO 900 ML;001496;7898428712598;Ativo;34,9900; por QT
;FUTURA SUPER RENDIMENTO STD CAMURCA 3,6 LT;001944;7898428710198;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD ELEFANTE 18 LT;001683;7897523505036;Ativo;309,9900; por LA
;FUTURA SUPER RENDIMENTO STD ERVA DOCE 3,6 LT;001947;7898428710303;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD MARFIM;002554;7898428710174;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD MARFIM 18 LT;001684;7898428710457;Ativo;309,9900; por LA
;FUTURA SUPER RENDIMENTO STD PITANGA 3,6 LT;001949;7898576315672;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD TERRACOTA 18 LT;001685;7898428710853;Ativo;309,9900; por LA
;FUTURA SUPER RENDIMENTO STD TERRACOTA 3,6 LT;001945;7898428710846;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD VERDE MUSGO 3,6L;002755;7898428712109;Ativo;99,9900; por GL
;FUTURA SUPER RENDIMENTO STD VERDE PRIMAV 3,6 LT;001946;7898428710266;Ativo;99,9900; por GL
;FUTURA TINTA GESSO BRANCA 18 LT;001372;7898428716466;Ativo;299,9900; por LA
;FUTURA TINTA GESSO BRANCA 3,6 LT;001368;7897523508969;Ativo;99,9900; por GL
;FUTURA TINTA P/ TELHA COR CERAMICA 3,6 LT;001493;7898576310110;Ativo;103,9900; por GL
;FUTURA TINTA PISO AMARELO 18 LT;001624;7898428711171;Ativo;299,9900; por LA
;FUTURA TINTA PISO AMARELO 3,6 LT;001626;7898428711201;Ativo;89,9900; por GL
;FUTURA TINTA PISO AZUL 18 LT;001307;7898907912723;Ativo;299,9900; por LA
;FUTURA TINTA PISO AZUL 3,6 LT;001538;7898907912662;Ativo;89,9900; por GL
;FUTURA TINTA PISO BRANCO 18 LT;001204;7898907912709;Ativo;299,9900; por LA
;FUTURA TINTA PISO BRANCO 3,6 LT;001212;7898907912648;Ativo;89,9900; por GL
;FUTURA TINTA PISO CERAMICA 18 LT;001623;7898428713724;Ativo;299,9900; por LA
;FUTURA TINTA PISO CERAMICA 3,6 LT;001625;7898428713748;Ativo;89,9900; por GL
;FUTURA TINTA PISO CINZA CHUMBO 18 LT;001215;7898907912730;Ativo;299,9900; por LA
;FUTURA TINTA PISO CINZA CHUMBO 3,6 LT;001214;7898907912679;Ativo;89,9900; por GL
;FUTURA TINTA PISO CINZA 18 LT;001209;7898907912754;Ativo;299,9900; por LA
;FUTURA TINTA PISO CINZA 3,6 LT;001213;7898907912693;Ativo;89,9900; por GL
;FUTURA TINTA PISO CONCRETO PISO 18 LT;001370;7898907911511;Ativo;299,9900; por LA
;FUTURA TINTA PISO CONCRETO PISO 3,6 LT;001365;7898907911504;Ativo;89,9900; por GL
;FUTURA TINTA PISO MARROM 3,6 LT;001628;7898428716497;Ativo;89,9900; por GL
;FUTURA TINTA PISO PRETO 18 LT;001231;7898428711263;Ativo;299,9900; por LA
;FUTURA TINTA PISO PRETO 3,6 LT;001230;7898428711256;Ativo;89,9900; por GL
;FUTURA TINTA PISO SEMIBRILHO BRANCO 18L;002562;7908896301337;Ativo;329,9900; por LA
;FUTURA TINTA PISO VERDE;002701;7898907912686;Ativo;89,9900; por GL
;FUTURA TINTA PISO VERMELHO SEGURANCA 3,6 LT;001983;7898428716947;Ativo;89,9900; por GL
;FUTURA TINTA TELHA BRANCA 3,6 LT;001627;7898576310097;Ativo;103,9900; por GL
;FUTURA TINTA TELHA VERM OXIDO 3,6 LT;001629;SEM GTIN;Ativo;103,9900; por GL
;FUTURA TOQUE DE CETIM ACT BRANCO 18 LT;001544;7898907911979;Ativo;599,9900; por LA
;FUTURA TOQUE DE CETIM ACT BRANCO 3,6 LT;001537;7898907911856;Ativo;161,9900; por GL
;FUTURA ZARCAO LARANJA 3,6 LT;001303;7898428719658;Ativo;154,9900; por GL
;FUTURA ZARCAO 900 ML;001419;7898428719665;Ativo;49,9900; por QT
;FUTURA 4 ESTACOES PRM BRANCO;002716;7908896302709;Ativo;549,9900; por LA
;FUTURIT ESM SINT.BRILHO VERMELHO;002565;7898576311551;Inativo;129,9900; por GL
;GALAO LAZURIL GL VAZILHAME;000816;SEM GTIN;Inativo;1,0000; por UN
;GALO DESEMP DE ACO INOX PARA EFEITOS DECORA E MARMORATO 10 X 24CM 308/00;001510;7897647003081;Inativo;1,0000; por UN
;GALO DESEMP DE ACO INOX TEMPERADO LISA P/ GESSO 12X29CM REF 00306/00;002073;7897647030605;Inativo;1,0000; por UN
;GALO DESEMP DE ACO INOX TEMPERADO LISA P/ MASSA CORRIDA 12X29CM REF 112/00;002075;7897647011208;Inativo;1,0000; por UN
;GALO DESEMP DE ACO TEMPERADO LISA P/ MASSA CORRIDA CABO ABERT.12X29CM REF 113/00;002074;7897647011307;Inativo;1,0000; por UN
;GALO DESEMP DE ACO TEMPERADO LISA P/ MASSA CORRIDA 12X29CM REF 00212/00;002072;7897647021207;Inativo;1,0000; por UN
;GARFO 23CM S/ROSCA 330/23SR;000275;SEM GTIN;Inativo;1,0000; por UN
;GEL PARA EFS GEL2 0.80;002372;7891260174586;Inativo;1,0000; por UN
;GESSO ESTUQUE PIKADO 40KG;000633;SEM GTIN;Inativo;1,0000; por UN
;GESSO RAPIDO GESSEIRO 1KG;000749;SEM GTIN;Ativo;5,0000; por UN
;GESSO RAPIDO GESSEIRO 2KG;000750;SEM GTIN;Ativo;8,7800; por UN
;GESSO RAPIDO GESSEIRO 5KG;000751;SEM GTIN;Ativo;21,6000; por UN
;GESSO RAPIDO USO 1KG;000742;SEM GTIN;Inativo;1,0000; por UN
;GLASU BRILHO PRATICO A2 3.20;002404;7891260559000;Inativo;1,0000; por UN
;GLASU MAXIMA EFICIENCIA A2 3.20;002403;7891260561218;Inativo;1,0000; por UN
;GLASU PINTURA ESSENCIAL - BRANCO NEVE - BD;002773;7891260543337;Ativo;140,0000; por BD
;H - VERMELHO OXIDO;002344;SEM GTIN;Ativo;1,0000; por UN
